P_NAME,P_MASS,P_RADIUS,P_PERIOD,P_GRAVITY,P_DENSITY,P_DISTANCE,P_FLUX,P_TEMP_EQUIL,P_TEMP_SURF,P_TYPE,P_TYPE_TEMP,S_NAME,S_TYPE_TEMP,S_RA,S_DEC,S_MAG,S_TEMPERATURE,S_MASS,S_RADIUS,S_METALLICITY,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_SNOW_LINE,S_ABIO_ZONE,P_HABZONE_OPT,P_HABZONE_CON,P_HABITABLE,P_ESI
Kepler-105 b,5.1,4.81,5.4122,0.22043473,0.045828427,0.0732897,1052.2417,1385.7672,,Neptunian,Hot,Kepler-105,F,287.88724,46.276122,12.981,6397,1.28,1.58,-0.22,4.0457589,1.4539361,3.3803576,1.8415589,3.2048874,5.4307994,6.3797054,0,0,0,0.15553724
WASP-139 b,37.18611,8.967,5.924262,0.46247303,0.051575,0.062,117.54837,838.7912,,Neptunian,Hot,WASP-139,K,49.562173,-41.302023,12.456,5310,0.92,0.8,0.2,0.45185594,0.51823987,1.2385906,0.65642298,1.1742959,1.8149462,0.8830047,0,0,0,0.10404129
HATS-41 b,3082.951,14.908,4.193649,13.871641,0.93048306,0.06250926,1430.6306,1522.0714,,Jovian,Hot,HATS-41,F,103.51736,-27.050416,12.678,6424,1.5,1.71,0.47,4.4977985,1.5305672,3.5569612,1.9386186,3.3723238,5.7261638,7.0454095,0,0,0,0.061498985
Qatar-1 b,411.27202,12.812,1.4200242,2.5055052,0.19555926,0.02332,670.72255,1296.3893,,Jovian,Hot,Qatar-1,K,303.38187,65.162331,12.692,5013,0.84,0.8,0.171,0.36475395,0.47275788,1.1424259,0.59881749,1.0831223,1.6306613,0.51427625,0,0,0,0.071178641
WASP-8 c,3003.37,12.5,4323,19.221568,1.5377254,5.28,0.031385724,107.22171,,Jovian,Cold,WASP-8,G,359.90087,-35.031335,9.789,5690,1.04,0.99,0.17,0.87498378,0.70569212,1.6665927,0.89384869,1.5800813,2.5255953,1.7669992,0,0,0,0.10344184
WASP-23 b,280.95,10.783,2.9444256,2.4162943,0.22408368,0.037672267,297.48196,1057.1858,,Jovian,Hot,WASP-23,K,101.1275,-42.76223,12.539,5150,0.78,0.77,-0.05,0.41975898,0.50371995,1.2108487,0.63803377,1.1479937,1.7492979,0.63487233,0,0,0,0.084581542
TOI-421 c,16.42,5.09,16.06819,0.63377863,0.12451446,0.12027353,38.611096,632.23389,,Neptunian,Hot,TOI-421,G,81.853282,-14.27674,9.931,5325,0.85,0.87,-0.02,0.53951062,0.56581847,1.3516023,0.71668765,1.2814413,1.9831874,0.88246702,0,0,0,0.17762407
NGTS-1 b,258.07796,14.908,2.647298,1.1612137,0.077891984,0.032604173,66.163793,726.49723,,Jovian,Hot,NGTS-1,M,82.714213,-36.630981,15.667,3916,0.62,0.57,0,0.070307232,0.21544245,0.54759107,0.27289105,0.51916026,0.7159188,0.070589894,0,0,0,0.076503599
K2-136 c,18.1,3,17.30713,2.0111111,0.67037037,0.11863088,11.913614,473.07559,,Neptunian,Hot,K2-136,K,67.412862,22.882567,11.101,4500,0.74,0.68,-0.02,0.16710906,0.3269049,0.80765673,0.41407597,0.76572883,1.1037323,0.20421553,0,0,0,0.30565293
HD 191939 e,112.2,13,101.12,0.66390533,0.05106964,0.40719556,3.9266298,358.53075,,Jovian,Hot,HD 191939,G,302.02562,66.850301,8.97,5348,0.81,0.94,-0.15,0.65012969,0.62034236,1.4806803,0.78574929,1.4038189,2.1770267,0.90340238,0,0,0,0.26257852
TOI-2076 c,12,3.497,21.01538,0.9812733,0.28060432,0.1093,31.605282,604.00374,,Neptunian,Hot,TOI-2076,K,217.39202,39.790399,9.139,5200,0.82,0.77,-0.09,0.37757219,0.47650708,1.1433198,0.60356409,1.0839704,1.6590664,0.70344808,0,0,0,0.22883347
WASP-132 b,130.3103,10.05,7.133514,1.2901691,0.12837503,0.06716415,56.482906,697.71672,,Jovian,Hot,WASP-132,K,217.6092,-46.159516,11.938,4714,0.78,0.75,0.18,0.2529298,0.39894007,0.97615533,0.50531871,0.92548156,1.3578874,0.30017808,0,0,0,0.10490419
KELT-24 b,1646.3594,14.258,5.5514926,8.098553,0.56800063,0.069896596,758.49089,1335.3751,,Jovian,Hot,KELT-24,F,161.90903,71.655727,8.34,6509,1.46,1.51,0.186,3.672823,1.3762437,3.19413,1.7431484,3.028327,5.1744449,8.0800391,0,0,0,0.064648655
HAT-P-14 b,1093.3352,15.917,4.62767,4.3154978,0.27112507,0.05996058,1247.8173,1510.5917,,Jovian,Hot,HAT-P-14,F,260.11617,38.242168,9.988,6600,2.65,1.82,0.11,4.4055486,1.4994572,3.4756173,1.8992061,3.2952031,5.6671377,11.524123,0,0,0,0.058106187
TOI-2076 d,10.5,3.232,35.12537,1.0051864,0.31101064,0.1539,15.941264,509.01479,,Neptunian,Hot,TOI-2076,K,217.39202,39.790399,9.139,5200,0.82,0.77,-0.09,0.37757219,0.47650708,1.1433198,0.60356409,1.0839704,1.6590664,0.70344808,0,0,0,0.27336785
HATS-39 b,200.2329,17.598,4.5776348,0.64655997,0.036740537,0.062341397,1258.2318,1495.1181,,Jovian,Hot,HATS-39,F,112.41923,-29.937916,12.745,6572,1.38,1.62,0,4.3651583,1.4949407,3.4664786,1.8934869,3.2865386,5.6410996,8.8361071,0,0,0,0.053080376
HATS-58 A b,327.3649,12.274,4.2180896,2.1730007,0.17704096,0.058798214,1474.5534,1570.1411,,Jovian,Hot,HATS-58 A,F,186.7873,-48.978411,11.572,7175,1.46,1.43,,4.8865236,1.5344458,3.5367616,1.943498,3.3531785,5.9684803,25.370442,0,0,0,0.073001737
WASP-142 b,266.9772,17.15,2.052868,0.9077075,0.052927551,0.0347,2706.0826,1837.3207,,Jovian,Hot,WASP-142,F,140.50632,-23.946102,12.871,6010,1.33,1.64,0.26,3.258367,1.3357164,3.1290085,1.6918395,2.9665848,4.8737558,3.3235345,0,0,0,0.053881703
WASP-94 A b,158.915,17.71,3.95019,0.50667301,0.02860943,0.055,1069.7311,1456.8618,,Jovian,Hot,WASP-94 A,F,313.78324,-34.135751,10.051,6170,1.67,1.48,0.26,3.2359366,1.3181832,3.0774295,1.6696242,2.9176834,4.8569515,4.7199132,0,0,0,0.05292431
WASP-126 b,90.3,10.435,3.28883,0.82928315,0.079471313,0.04562738,727.20924,1314.7386,,Jovian,Hot,WASP-126,G,63.374706,-69.226593,10.994,5800,1.12,1.27,0.207,1.4421154,0.90002712,2.1192056,1.1399952,2.0091996,3.2423789,2.1879508,0,0,0,0.08476727
KOI-94 d,106,11.27,22.342989,0.8345609,0.074051544,0.16844075,106.27251,817.83469,,Jovian,Hot,KOI-94,F,297.33307,41.891119,12.314,6182,1.28,1.52,0.023,3.013006,1.2710391,2.9666583,1.6099105,2.8126623,4.6866634,4.4094585,0,0,0,0.087961158
HD 332231 b,77.55052,9.718,18.71204,0.82116593,0.084499479,0.14367352,97.929513,801.20691,,Jovian,Hot,HD 332231,F,306.74113,33.744388,8.558,6089,1.13,1.28,0.036,2.0183664,1.0462117,2.4465744,1.3251454,2.3195753,3.835869,3.6053916,0,0,0,0.099557841
HAT-P-59 b,489.45575,12.588,4.1419771,3.0888724,0.2453823,0.050662788,441.78211,1167.6923,,Jovian,Hot,HAT-P-59,G,292.45882,62.529189,11.64,5678,1.01,1.1,0.217,1.1324004,0.8033865,1.8979542,1.0175914,1.799433,2.8731861,1.7141373,0,0,0,0.073103653
TOI-904 c,5.34,2.167,83.9997,1.1371649,0.52476459,0.312,0.52443397,216.7816,244.82075,Superterran,Warm,TOI-904,M,89.371273,-83.129726,12.588,3770.2,0.56,0.53,0.022,0.0510505,0.18407605,0.47129288,0.2331602,0.44682228,0.61004766,0.053115831,1,1,2,0.65860318
WASP-53 b,677.61356,12.038,3.3098443,4.6759882,0.38843564,0.041028454,204.84057,963.56361,,Jovian,Hot,WASP-53,K,31.909164,-20.661843,12.591,4953,0.84,0.8,0.22,0.34434993,0.4606516,1.1158464,0.58348373,1.0579223,1.5843961,0.46390536,0,0,0,0.078751612
WASP-141 b,854.9627,13.563,3.310651,4.6476739,0.342673,0.0469,938.97562,1410.1434,,Jovian,Hot,WASP-141,F,71.824435,-17.115174,12.65,5900,1.25,1.37,0.29,2.0653802,1.0705966,2.514451,1.3560387,2.3839283,3.8802862,2.694925,0,0,0,0.067277888
HD 39091 b,3917.2351,12.4,2088.7585,25.476295,2.0545399,3.9933375,0.17197034,149.07723,,Jovian,Cold,HD 39091,G,84.29928,-80.464604,5.65,5950,1.1,1.19,0.08,1.4454398,0.89290236,2.0945899,1.1309661,1.9858618,3.246114,2.8141471,0,0,0,0.21803109
TOI-1296 b,94.71287,13.798,3.9443715,0.49748125,0.036054591,0.049775171,995.27957,1430.0109,,Jovian,Hot,TOI-1296,G,256.77064,70.238481,11.37,5603,1.17,1.66,0.44,2.4547089,1.1880728,2.8128564,1.5048486,2.6668433,4.2302279,1.5826137,0,0,0,0.066204338
TrES-2 b,473.5667,15.244,2.47063,2.0379019,0.13368551,0.03563,859.74242,1379.405,,Jovian,Hot,TrES-2,G,286.80853,49.316421,11.254,5850,1.36,1.12,-0.15,1.0914403,0.78062695,1.8356998,0.98875883,1.7404103,2.8207446,2.5436093,0,0,0,0.060778902
KOI-94 b,10.5,1.71,3.743208,3.5908485,2.0999114,0.052789688,1187.5287,1477.5143,1668.6203,Superterran,Hot,KOI-94,F,297.33307,41.891119,12.314,6182,1.28,1.52,0.023,3.013006,1.2710391,2.9666583,1.6099105,2.8126623,4.6866634,4.4094585,0,0,0,0.27017899
Qatar-10 b,233.92288,17.295,1.645321,0.78204469,0.045217964,0.0286,2439.3153,1790.2624,,Jovian,Hot,Qatar-10,F,284.44391,69.570837,12.868,6124,1.16,1.25,0.016,1.9952623,1.0379881,2.4255577,1.314728,2.2996496,3.8138514,3.8624223,0,0,0,0.053513535
Kepler-76 b,638.8383,15.244,1.5449298,2.749116,0.18034086,0.0274,3762.6938,1995.1448,,Jovian,Hot,Kepler-76,F,294.19212,39.618973,13.474,6409,1.2,1.32,-0.1,2.82488,1.214051,2.8220777,1.5377194,2.6755872,4.5379924,6.3739864,0,0,0,0.059826668
HAT-P-3 b,206.5895,10.536,2.8997,1.8610443,0.17663671,0.03866,292.06284,1053.098,,Jovian,Hot,HAT-P-3,K,206.09401,48.028565,11.856,5185,1.06,0.87,0.27,0.43651583,0.5127523,1.2309625,0.64947404,1.1670635,1.7838723,0.74679996,0,0,0,0.086294852
WASP-160 B b,88.35674,12.218,3.7684952,0.59188787,0.048443925,0.0452,235.35484,997.77012,,Jovian,Hot,WASP-160 B,K,87.679561,-27.623322,13.04,5298,0.87,0.87,0.27,0.48083935,0.53494918,1.2790596,0.67758784,1.2126641,1.8722497,0.84902421,0,0,0,0.077117409
GJ 1214 b,8.17,2.742,1.5804043,1.0866437,0.39629601,0.014929569,20.772608,543.43641,,Neptunian,Hot,GJ 1214,M,258.8314,4.9606795,15.1,3250,0.18,0.21,0.29,0.004602566,0.055643041,0.14616273,0.070479405,0.13857183,0.18317397,0.01488635,0,0,0,0.27839216
HAT-P-11 c,731.009,13.3,3407,4.1325626,0.31071899,4.8758801,0.020017866,88.346248,,Jovian,Cold,HAT-P-11,K,297.71018,48.081863,9.46,4780,0.81,0.68,0.31,0.27289778,0.41325488,1.0082898,0.52345017,0.95594822,1.4104697,0.34047578,0,0,0,0.088166401
WASP-8 b,807.2882,12.666,8.15872,5.0321043,0.3972923,0.083948805,143.44149,865.1778,,Jovian,Hot,WASP-8,G,359.90087,-35.031335,9.789,5600,1.34,1.03,0.17,0.87498378,0.70944585,1.6798185,0.89860543,1.5926205,2.5255953,1.6473133,0,0,0,0.07771493
HD 97658 b,8.3,2.12,9.4897116,1.8467426,0.87110501,0.080600625,54.194072,690.85017,780.2067,Superterran,Hot,HD 97658,K,168.63766,25.710596,7.76,5212,0.85,0.73,-0.23,0.35075187,0.45898378,1.1007934,0.58136819,1.0436515,1.5990563,0.72675354,0,0,0,0.27277788
TrES-3 b,607.03,14.975,1.3061858,2.7069267,0.18076305,0.02282,1200.5181,1499.4842,,Jovian,Hot,TrES-3,G,268.02911,37.546327,12.362,5650,0.93,0.83,-0.19,0.62517269,0.59792096,1.4136834,0.75734364,1.3403002,2.1348323,1.5893083,0,0,0,0.061395638
WASP-164 b,676.9779,12.644,1.7771255,4.234533,0.33490454,0.02818,1079.24,1460.0886,,Jovian,Hot,WASP-164,G,344.87359,-60.447819,12.603,5806,0.95,0.93,-0.01,0.85703785,0.69358308,1.632856,0.87850827,1.5480959,2.4995611,2.0925834,0,0,0,0.071393956
HD 86226 b,143.0235,14.3,1628,0.69941562,0.048910183,2.7347516,0.15864702,160.66594,,Jovian,Cold,HD 86226,G,149.12352,-24.099186,7.93,5863,1.02,1.05,0.018,1.1803206,0.81115047,1.9068527,1.0274202,1.8078698,2.9333492,2.3632175,0,0,0,0.19908018
HD 5278 b,7.8,2.45,14.339156,1.2994586,0.53039125,0.12058464,132.30775,862.92582,974.53911,Superterran,Hot,HD 5278,F,12.546779,-83.743767,7.94,6203,1.13,1.19,-0.12,1.9054607,1.0094969,2.3552367,1.2786379,2.2329789,3.7270375,4.3854069,0,0,0,0.24274745
K2-237 b,433.20012,16.197,2.1805354,1.651275,0.10194943,0.035611382,1857.6825,1671.8559,,Jovian,Hot,K2-237,F,253.76885,-28.710584,11.602,6360,1.26,1.26,0.137,2.3496328,1.1104528,2.5833689,1.4065036,2.4492693,4.1386983,5.9554482,0,0,0,0.056926338
HAT-P-25 b,180.84527,12.722,3.6528151,1.1173684,0.087829615,0.046612326,324.59593,1081.166,,Jovian,Hot,HAT-P-25,G,48.435473,25.197355,13.146,5519,1.01,0.92,0.294,0.70469307,0.63967358,1.5183434,0.81023149,1.4395273,2.266542,1.3044062,0,0,0,0.073314167
WASP-93 b,467.2101,17.901,2.7325321,1.4580004,0.081447985,0.04211,2340.0736,1771.769,,Jovian,Hot,WASP-93,F,9.4587443,51.288778,10.966,6700,1.33,1.52,0.07,4.1495404,1.4471656,3.3501124,1.8329693,3.1762135,5.5000136,10.874808,0,0,0,0.051880876
TOI-892 b,301.9385,11.994,10.62656,2.0988935,0.17499529,0.09271875,321.25068,1075.3006,,Jovian,Hot,TOI-892,F,86.738228,-11.23534,11.43,6261,1.28,1.39,0.24,2.6977394,1.1969614,2.7895293,1.5160797,2.644728,4.4346951,5.0504326,0,0,0,0.07710188
HAT-P-5 b,311.4734,13.563,2.78849,1.6932046,0.12483998,0.04073,927.19521,1405.6995,,Jovian,Hot,HAT-P-5,G,274.40553,36.621462,11.954,5960,1.04,1.12,0.24,1.5381546,0.9205327,2.1588974,1.1659629,2.0468312,3.3486038,2.8098827,0,0,0,0.067292333
HD 108236 c,4.94,2.071,6.203449,1.1517726,0.55614323,0.062035836,184.27558,938.36646,1059.7375,Superterran,Hot,HD 108236,G,186.57406,-51.363052,9.25,5660,0.87,0.88,-0.28,0.70794578,0.63589776,1.5030416,0.80544592,1.4250199,2.2717669,1.5813018,0,0,0,0.25832924
WASP-156 b,40.68224,5.717,3.836169,1.2447108,0.21772098,0.04530111,178.98401,931.74974,,Neptunian,Hot,WASP-156,K,32.782085,2.4181937,11.559,4910,0.84,0.76,0.24,0.3672823,0.47668776,1.1567182,0.60379636,1.0966722,1.6363031,0.43087006,0,0,0,0.14237201
WASP-98 b,293.03926,12.823,2.9626404,1.7821593,0.13898146,0.037712169,310.61974,1068.4572,,Jovian,Hot,WASP-98,G,58.429011,-34.328272,13.252,5473,0.81,0.74,-0.49,0.4385307,0.50594087,1.2026527,0.64084202,1.1402239,1.7879846,1.1198142,0,0,0,0.072970782
WASP-183 b,159.55066,16.477,4.1117771,0.58768191,0.035666803,0.04632,288.0467,1049.4589,,Jovian,Hot,WASP-183,G,163.78885,-0.7370663,13.081,5313,0.78,0.87,-0.31,0.6180164,0.6059827,1.4481449,0.76756143,1.3729723,2.1225785,0.84004708,0,0,0,0.059140655
WASP-192 b,731.009,13.787,2.8786765,3.8457688,0.27894167,0.0408,1149.9519,1483.4388,,Jovian,Hot,WASP-192,G,223.65872,-38.744547,12.678,5910,1.09,1.32,0.14,1.9142559,1.0300582,2.4186508,1.3046916,2.2931009,3.7356292,2.6192685,0,0,0,0.066106718
HD 108236 f,4.72,2.017,29.54115,1.1601929,0.57520719,0.17602863,22.936534,557.21093,629.28218,Superterran,Hot,HD 108236,G,186.57406,-51.363052,9.25,5660,0.87,0.88,-0.28,0.70794578,0.63589776,1.5030416,0.80544592,1.4250199,2.2717669,1.5813018,0,0,0,0.30952833
WASP-138 b,387.7526,12.218,3.634433,2.5974935,0.21259564,0.0494,1115.6966,1472.2658,,Jovian,Hot,WASP-138,F,41.63916,-0.4641252,11.796,6272,1.22,1.36,-0.09,2.7227013,1.2016886,2.7999772,1.5220667,2.6546336,4.4551647,5.0650744,0,0,0,0.073528772
HAT-P-66 b,248.86089,17.822,2.972086,0.78350861,0.043963001,0.043806702,2173.6801,1736.7478,,Jovian,Hot,HAT-P-66,G,150.57263,53.950824,13.014,6002,1.26,1.88,0.035,4.1209752,1.5028871,3.5212565,1.903581,3.3384716,5.48105,3.2196171,0,0,0,0.052124728
XO-1 b,263.7989,12.778,3.94153,1.6156497,0.12643995,0.0488,344.4771,1097.4628,,Jovian,Hot,XO-1,G,240.54927,28.169625,11.251,5750,0.88,0.88,0.02,0.82035154,0.68086433,1.6053,0.86239973,1.5219703,2.445478,1.852763,0,0,0,0.072851553
HD 191939 c,8,3.195,28.579743,0.78369714,0.24528862,0.17530127,21.192538,546.45106,,Neptunian,Hot,HD 191939,G,302.02562,66.850301,8.97,5348,0.81,0.94,-0.15,0.65012969,0.62034236,1.4806803,0.78574929,1.4038189,2.1770267,0.90340238,0,0,0,0.25781976
WASP-47 d,14.2,3.567,9.03055,1.1160461,0.31288087,0.08500425,148.99918,889.99493,,Neptunian,Hot,WASP-47,G,331.20309,-12.019067,11.936,5552,1.04,1.14,0.38,1.0764652,0.78909985,1.8711226,0.99949884,1.7739941,2.8013267,1.3940298,0,0,0,0.19705539
TOI-216.02,18.75188,8,17.16073,0.29299812,0.036624766,0.13095504,21.899506,548.40423,,Neptunian,Hot,TOI-216,K,73.980013,-63.26033,12.324,5026,0.77,0.75,0.32,0.36140986,0.47029101,1.135882,0.59569268,1.0769181,1.6231691,0.51085755,0,0,0,0.15209378
HIP 65 A b,1021.1878,22.754,0.9809734,1.9723778,0.086682684,0.01782,660.97434,1291.653,,Jovian,Hot,HIP 65 A,K,0.1856063,-54.830823,11,4590,0.78,0.72,0.18,0.20989399,0.36518123,0.89850755,0.46255858,0.85186391,1.2369831,0.24258299,0,0,0,0.042747978
WASP-105 b,572.094,10.761,7.87288,4.9404002,0.45910233,0.075,168.21994,917.42185,,Jovian,Hot,WASP-105,K,24.167869,-50.659308,12.049,5070,0.89,0.9,0.28,0.94623716,0.75933492,1.8308581,0.96180845,1.735818,2.6264175,0.57822309,0,0,0,0.087499908
K2-19 c,10.8,4.1,11.8993,0.64247472,0.15670115,0.099241055,53.747134,683.95695,,Neptunian,Hot,K2-19,G,174.96025,0.603596,13.024,5322,0.88,0.82,0.06,0.49545019,0.54231048,1.2955814,0.68691157,1.2283284,1.900482,0.8881399,0,0,0,0.1944739
HAT-P-29 b,279.6904,13.115,5.72319,1.6260765,0.12398601,0.066970135,422.19627,1152.9659,,Jovian,Hot,HAT-P-29,F,33.131092,51.778775,11.825,6087,1.45,1.3,0.21,1.8706821,1.0073319,2.3557542,1.2758998,2.2334694,3.6928678,3.9044218,0,0,0,0.070682804
EPIC 211945201 b,27,5.76,19.49221,0.81380208,0.14128508,0.1493,105.8962,817.18391,,Neptunian,Hot,EPIC 211945201,G,136.57419,19.402057,10.154,6069,1.17,1.39,0.1,2.3604782,1.1327909,2.6501788,1.4348085,2.5126107,4.1482389,3.5242434,0,0,0,0.14596648
WASP-167 b,2542.64,17.71,2.0219596,8.1067681,0.45775088,0.0365,5921.2619,2234.6179,,Jovian,Hot,WASP-167,F,196.04379,-35.549529,10.517,7000,1.59,1.79,0.1,7.8886012,1.9648968,4.5347331,2.4887071,4.2993456,7.5833965,19.324376,0,0,0,0.052117703
TOI-561 b,2,1.425,0.4465688,0.98491844,0.69117083,0.0106,4746.6616,2114.4469,2387.9355,Terran,Hot,TOI-561,G,148.18515,6.216103,10.252,5372,0.81,0.84,-0.4,0.5333349,0.56112269,1.3382432,0.71073899,1.2687757,1.9718041,0.94143006,0,0,0,0.28240928
HAT-P-45 b,283.492,15.984,3.128992,1.1096087,0.069419966,0.045254263,1230.9634,1508.222,,Jovian,Hot,HAT-P-45,F,274.37327,-3.3810594,12.783,6330,1.26,1.32,0.07,2.5118864,1.1502132,2.6772529,1.4568654,2.5382798,4.2792116,5.6562801,0,0,0,0.057899457
WASP-97 b,432.2488,12.778,2.07276,2.6473297,0.20717872,0.03303,1079.4011,1460.1431,,Jovian,Hot,WASP-97,G,24.605139,-55.772001,10.57,5640,1.18,1.08,0.23,1.177606,0.8211071,1.9419302,1.0400378,1.8411262,2.929974,1.6912715,0,0,0,0.070738395
KELT-19 A b,1293.5681,21.409,4.6117093,2.8222568,0.13182572,0.0637,2342.724,1772.2704,,Jovian,Hot,KELT-19 A,A,111.50953,7.6157759,9.857,7500,1.62,1.83,-0.12,9.5060479,2.1379828,4.9270946,2.7079246,4.6713441,8.3246075,45.906102,0,0,0,0.04402934
LTT 3780 b,2.47,1.32,0.76837883,1.4175849,1.073928,0.0121162,114.0077,832.2424,939.88701,Terran,Hot,LTT 3780,M,154.6449,-11.717801,13.14,3360,0.38,0.38,0.09,0.016710906,0.10590305,0.27671206,0.13414095,0.26234199,0.34903081,0.023069149,0,0,0,0.29837792
HATS-25 b,194.82979,14.123,4.2986432,0.97679054,0.069163105,0.052429645,445.68548,1163.5923,,Jovian,Hot,HATS-25,G,207.90767,-23.78124,13.172,5715,0.99,1.11,0.02,1.1694994,0.81464635,1.9225632,1.0318524,1.8227646,2.9198717,1.8144984,0,0,0,0.066175304
HAT-P-50 b,429.0705,14.437,3.1220109,2.0586132,0.14259286,0.045599546,1966.5026,1692.1559,,Jovian,Hot,HAT-P-50,F,118.06344,12.139347,11.703,6280,1.27,1.7,-0.18,4.0086672,1.4574126,3.3953259,1.8459681,3.2190784,5.4058472,5.2043849,0,0,0,0.063080652
K2-233 c,12.81,1.281,7.06005,7.8064012,6.09399,0.067995868,68.889316,728.31181,822.51374,Terran,Hot,K2-233,K,230.4799,-20.231797,10.883,5033,0.79,0.71,-0.09,0.29991625,0.42827179,1.0341096,0.54246909,0.98042875,1.4786445,0.52147652,0,0,0,0.30762666
HATS-68 b,410.0007,13.809,3.5862202,2.1501073,0.15570333,0.05074286,1520.878,1590.4416,,Jovian,Hot,HATS-68,F,15.006077,-58.904724,12.312,6147,1.35,1.75,0.21,3.908409,1.4507204,3.3884233,1.8374984,3.2125338,5.337818,4.2264824,0,0,0,0.065787328
Qatar-7 b,597.5204,19.055,2.032046,1.64564,0.086362634,0.0352,2950.6295,1877.4932,,Jovian,Hot,Qatar-7,F,358.51513,37.021824,13.134,6387,1.41,1.56,0.276,3.6559479,1.3829382,3.2158215,1.7516333,3.0488921,5.162544,6.4765316,0,0,0,0.048911431
HAT-P-17 c,1080.6,13.1,5584,6.2968358,0.48067449,6.02588,0.017801296,90.250164,,Jovian,Cold,HAT-P-17,K,324.53598,30.488188,10.375,5336.96,0.92,0.84,0.051,0.51404365,0.55194253,1.3179149,0.69911165,1.2495026,1.9358146,0.92486503,0,0,0,0.086847358
HD 110113 b,4.55,2.05,2.541,1.0826889,0.52814091,0.035151358,761.64078,1336.0736,1508.8852,Superterran,Hot,HD 110113,G,190.03656,-44.312078,10.09,5732,1,0.97,0.14,0.92896639,0.72531787,1.7109477,0.91870615,1.6221339,2.6023384,1.8745435,0,0,0,0.25391742
55 Cnc f,44.812,7.59,259.88,0.77787672,0.10248705,0.77326656,1.0727803,258.9434,,Neptunian,Warm,55 Cnc,G,133.14684,28.329815,5.95084,5172,0.91,0.94,0.35,0.63533093,0.61901216,1.486773,0.78406755,1.4095949,2.1521065,0.69409129,1,1,0,0.45696022
HATS-22 b,870.8542,10.682,4.7228124,7.6320341,0.71447614,0.050406805,89.760927,783.18073,,Jovian,Hot,HATS-22,K,174.00987,-29.543364,13.397,4803,0.76,0.69,0,0.22594358,0.37565742,0.91565493,0.4758271,0.86812226,1.2834051,0.34675532,0,0,0,0.093546131
TOI-837 b,381.396,8.631,8.3248762,5.1198107,0.59318858,0.083464306,157.76056,902.81614,,Jovian,Hot,TOI-837,G,157.03728,-64.505211,10.635,6047,1.12,1.02,-0.069,1.0990058,0.77398604,1.8116198,0.98034194,1.7175805,2.8305039,3.3444806,0,0,0,0.1048012
NGTS-6 b,425.57437,14.863,0.882059,1.9264711,0.12961523,0.01677,909.77474,1399.0498,,Jovian,Hot,NGTS-6,K,75.795382,-30.399461,14.237,4730,0.77,0.75,0.11,0.25585859,0.40098097,0.98046295,0.50790373,0.92956566,1.3657266,0.30721959,0,0,0,0.062090133
LP 791-18 c,7.1,2.438,4.9899093,1.1945132,0.48995619,0.02961,2.624963,324.25039,366.18986,Superterran,Hot,LP 791-18,M,165.69048,-16.406444,16.91,2960,0.14,0.18,-0.09,0.002301442,0.039461356,0.10506944,0.049982554,0.099611707,0.12952803,0.008318261,0,0,0,0.56647203
WASP-14 b,2809.6172,15.468,2.24375,11.742994,0.75917983,0.03714985,1960.4809,1692.4994,,Jovian,Hot,WASP-14,F,218.27662,21.894687,9.745,6475,1.62,1.4,0,2.6730064,1.1763957,2.7316997,1.4900226,2.5899007,4.4143195,7.8904088,0,0,0,0.059304533
WASP-99 b,772.3269,11.433,5.75251,5.9085478,0.51679767,0.0717,679.14372,1300.4394,,Jovian,Hot,WASP-99,F,39.897669,-50.008193,9.475,6150,1.21,1.64,0.21,3.4914032,1.3708956,3.2017824,1.7363913,3.0355813,5.0450301,4.0960755,0,0,0,0.078512157
Kepler-396 c,17.9,5.3,88.505,0.63723745,0.12023348,0.378,5.1288075,383.35736,,Neptunian,Hot,Kepler-396,G,296.13281,48.977309,12.259,5565,0.85,1.06,0.156,0.73282453,0.65058601,1.5420677,0.82405255,1.4620201,2.3113396,1.3328056,0,0,0,0.32187955
WASP-88 b,133.4886,16.365,4.954,0.49843916,0.030457633,0.06431,1280.6869,1523.914,,Jovian,Hot,WASP-88,F,309.51123,-48.462083,11.388,6430,0.94,1.8,-0.08,5.2966344,1.6603471,3.8581926,2.1029978,3.6579187,6.2138929,6.0915593,0,0,0,0.05665537
HATS-2 b,427.463,13.092,1.354133,2.4939431,0.19049367,0.023,1019.8689,1439.58,,Jovian,Hot,HATS-2,K,176.73883,-22.56301,13.565,5227,0.88,0.9,0.15,0.53951062,0.56879475,1.3634153,0.72045915,1.2926408,1.9831874,0.75439739,0,0,0,0.069306947
KELT-23 A b,298.12454,14.83,2.255251,1.3555496,0.091405909,0.03302,991.84969,1429.5889,,Jovian,Hot,KELT-23 A,G,232.14664,66.35871,10.308,5899,0.94,1,-0.105,1.081434,0.77473334,1.819618,0.98129253,1.7251633,2.8077844,2.4464697,0,0,0,0.062115995
WASP-180 A b,286.047,13.899,3.409264,1.4807109,0.10653363,0.048,896.43236,1393.8919,,Jovian,Hot,WASP-180 A,F,123.39225,-1.9827874,10.655,6600,1.3,1.19,0.1,2.0653802,1.0266776,2.3797534,1.3003854,2.2562238,3.8802862,9.0888101,0,0,0,0.065898031
